numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
31	30	0	20	0	24	100	
time_vec & deta1 & deta2:
0	2222223	5	5	4	5	4	5	4	5	5	4	5	9	7	9	9	9	8	8	9	3	3	3	3	4	4	4	4	4	5	5	0	100000	
1	5	2222223	1	1	1	1	2	2	2	2	3	3	6	6	7	7	7	7	7	8	6	5	6	5	6	6	6	7	6	7	7	0	12	
2	5	1	2222223	2	1	2	2	2	2	2	3	3	6	6	7	6	7	7	7	8	6	6	6	6	7	6	6	7	6	8	7	0	18	
3	4	1	2	2222223	1	1	1	1	1	2	2	2	6	5	7	6	7	6	7	7	5	5	5	4	6	5	5	6	5	7	6	0	18	
4	5	1	1	1	2222223	1	1	1	1	1	2	2	6	5	6	6	7	6	7	7	5	5	5	5	6	6	5	6	6	7	6	0	6	
5	4	1	2	1	1	2222223	1	1	2	2	2	2	6	5	7	6	7	6	7	7	5	4	5	4	6	5	5	6	5	6	6	0	18	
6	5	2	2	1	1	1	2222223	1	1	1	2	2	5	5	6	6	6	6	6	7	5	5	5	5	6	6	5	6	5	7	6	0	18	
7	4	2	2	1	1	1	1	2222223	1	1	2	2	6	5	6	6	7	6	6	7	5	4	5	4	5	5	5	5	5	6	6	0	6	
8	5	2	2	1	1	2	1	1	2222223	1	1	1	5	4	6	5	6	5	6	6	5	4	5	4	5	5	5	5	5	6	5	0	12	
9	5	2	2	2	1	2	1	1	1	2222223	2	1	5	4	5	5	6	5	6	6	5	5	5	5	6	5	5	6	5	6	6	0	24	
10	4	3	3	2	2	2	2	2	1	2	2222223	1	5	4	6	5	6	5	5	6	4	4	4	3	5	4	4	5	4	5	5	0	12	
11	5	3	3	2	2	2	2	2	1	1	1	2222223	5	4	5	5	5	5	5	6	5	4	5	4	5	5	4	5	5	6	5	0	6	
12	9	6	6	6	6	6	5	6	5	5	5	5	2222223	3	1	2	2	3	4	3	8	8	8	7	8	8	7	8	7	8	7	0	24	
13	7	6	6	5	5	5	5	5	4	4	4	4	3	2222223	3	2	3	1	2	2	6	6	6	5	6	6	5	6	5	6	5	0	24	
14	9	7	7	7	6	7	6	6	6	5	6	5	1	3	2222223	2	1	3	3	2	8	8	8	7	8	8	7	8	7	8	7	0	18	
15	9	7	6	6	6	6	6	6	5	5	5	5	2	2	2	2222223	2	2	2	2	8	7	7	6	7	7	6	7	6	7	6	0	12	
16	9	7	7	7	7	7	6	7	6	6	6	5	2	3	1	2	2222223	3	3	2	9	8	8	7	8	8	7	8	7	8	7	0	24	
17	8	7	7	6	6	6	6	6	5	5	5	5	3	1	3	2	3	2222223	1	2	7	6	6	5	6	6	5	6	5	6	5	0	12	
18	8	7	7	7	7	7	6	6	6	6	5	5	4	2	3	2	3	1	2222223	2	7	7	6	6	6	6	5	6	5	6	5	0	12	
19	9	8	8	7	7	7	7	7	6	6	6	6	3	2	2	2	2	2	2	2222223	8	8	7	7	8	7	6	7	6	7	6	0	18	
20	3	6	6	5	5	5	5	5	5	5	4	5	8	6	8	8	9	7	7	8	2222223	1	1	2	2	2	2	2	2	3	3	0	12	
21	3	5	6	5	5	4	5	4	4	5	4	4	8	6	8	7	8	6	7	8	1	2222223	1	1	2	2	2	2	2	3	3	0	6	
22	3	6	6	5	5	5	5	5	5	5	4	5	8	6	8	7	8	6	6	7	1	1	2222223	1	1	1	1	2	2	2	2	0	6	
23	3	5	6	4	5	4	5	4	4	5	3	4	7	5	7	6	7	5	6	7	2	1	1	2222223	2	1	1	2	2	3	2	0	24	
24	4	6	7	6	6	6	6	5	5	6	5	5	8	6	8	7	8	6	6	8	2	2	1	2	2222223	1	2	1	2	2	2	0	6	
25	4	6	6	5	6	5	6	5	5	5	4	5	8	6	8	7	8	6	6	7	2	2	1	1	1	2222223	1	1	1	2	2	0	24	
26	4	6	6	5	5	5	5	5	5	5	4	4	7	5	7	6	7	5	5	6	2	2	1	1	2	1	2222223	1	1	2	2	0	12	
27	4	7	7	6	6	6	6	5	5	6	5	5	8	6	8	7	8	6	6	7	2	2	2	2	1	1	1	2222223	1	1	1	0	12	
28	4	6	6	5	6	5	5	5	5	5	4	5	7	5	7	6	7	5	5	6	2	2	2	2	2	1	1	1	2222223	2	1	0	18	
29	5	7	8	7	7	6	7	6	6	6	5	6	8	6	8	7	8	6	6	7	3	3	2	3	2	2	2	1	2	2222223	2	0	6	
30	5	7	7	6	6	6	6	6	5	6	5	5	7	5	7	6	7	5	5	6	3	3	2	2	2	2	2	1	1	2	2222223	0	12	
