numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
31	30	0	20	0	24	100	
time_vec & deta1 & deta2:
0	2222223	4	4	5	6	5	3	5	6	8	6	8	4	3	8	7	7	7	4	8	8	5	6	9	7	8	3	2	2	7	6	0	100000	
1	4	2222223	8	4	8	8	6	5	8	4	4	6	4	6	11	11	10	10	6	7	4	7	9	11	7	9	5	3	3	6	3	0	6	
2	4	8	2222223	8	5	6	4	9	9	11	10	12	6	3	5	3	6	8	7	11	11	3	3	6	8	7	4	6	5	9	10	0	24	
3	5	4	8	2222223	6	10	8	8	11	4	7	9	3	8	12	11	12	12	8	10	5	6	9	9	4	6	5	5	4	3	5	0	18	
4	6	8	5	6	2222223	10	8	11	12	9	11	13	4	6	10	7	10	12	9	13	11	3	4	4	5	3	4	7	5	6	10	0	24	
5	5	8	6	10	10	2222223	3	5	4	12	8	8	8	4	5	7	3	3	3	7	11	8	9	11	12	12	7	5	6	12	9	0	12	
6	3	6	4	8	8	3	2222223	5	5	10	7	8	6	2	5	6	5	5	3	8	9	5	7	9	9	10	5	4	4	10	8	0	24	
7	5	5	9	8	11	5	5	2222223	3	9	4	4	8	6	9	11	8	6	3	3	7	9	11	13	11	13	8	5	6	10	5	0	24	
8	6	8	9	11	12	4	5	3	2222223	11	6	6	10	6	8	10	6	4	3	4	10	10	11	14	13	14	9	6	8	13	8	0	18	
9	8	4	11	4	9	12	10	9	11	2222223	6	8	6	10	15	14	14	13	9	9	3	10	12	13	6	10	8	7	6	5	4	0	12	
10	6	4	10	7	11	8	7	4	6	6	2222223	3	8	8	12	13	10	9	5	4	4	10	12	14	10	12	8	5	6	9	3	0	12	
11	8	6	12	9	13	8	8	4	6	8	3	2222223	10	10	13	14	11	9	6	2	6	12	14	16	13	15	10	7	8	12	5	0	24	
12	4	4	6	3	4	8	6	8	10	6	8	10	2222223	5	10	9	10	11	7	10	7	4	6	7	4	5	2	4	3	4	6	0	6	
13	3	6	3	8	6	4	2	6	6	10	8	10	5	2222223	5	5	5	6	5	9	10	4	5	8	9	8	4	4	4	9	9	0	18	
14	8	11	5	12	10	5	5	9	8	15	12	13	10	5	2222223	4	3	5	7	12	14	8	7	9	13	12	9	9	9	14	13	0	18	
15	7	11	3	11	7	7	6	11	10	14	13	14	9	5	4	2222223	6	8	9	13	14	5	4	6	11	9	7	8	8	12	13	0	24	
16	7	10	6	12	10	3	5	8	6	14	10	11	10	5	3	6	2222223	3	5	9	13	8	9	11	13	13	9	8	8	13	12	0	18	
17	7	10	8	12	12	3	5	6	4	13	9	9	11	6	5	8	3	2222223	5	8	12	10	10	13	14	14	9	8	9	14	11	0	12	
18	4	6	7	8	9	3	3	3	3	9	5	6	7	5	7	9	5	5	2222223	5	8	8	9	11	11	11	6	4	5	10	7	0	6	
19	8	7	11	10	13	7	8	3	4	9	4	2	10	9	12	13	9	8	5	2222223	7	12	13	16	13	15	10	7	8	12	6	0	12	
20	8	4	11	5	11	11	9	7	10	3	4	6	7	10	14	14	13	12	8	7	2222223	10	13	14	9	11	8	6	7	7	2	0	18	
21	5	7	3	6	3	8	5	9	10	10	10	12	4	4	8	5	8	10	8	12	10	2222223	3	5	6	5	3	5	4	7	9	0	12	
22	6	9	3	9	4	9	7	11	11	12	12	14	6	5	7	4	9	10	9	13	13	3	2222223	3	8	5	5	8	7	9	12	0	24	
23	9	11	6	9	4	11	9	13	14	13	14	16	7	8	9	6	11	13	11	16	14	5	3	2222223	8	5	6	9	8	9	13	0	24	
24	7	7	8	4	5	12	9	11	13	6	10	13	4	9	13	11	13	14	11	13	9	6	8	8	2222223	4	5	7	6	2	8	0	24	
25	8	9	7	6	3	12	10	13	14	10	12	15	5	8	12	9	13	14	11	15	11	5	5	5	4	2222223	5	9	7	5	11	0	12	
26	3	5	4	5	4	7	5	8	9	8	8	10	2	4	9	7	9	9	6	10	8	3	5	6	5	5	2222223	4	2	5	7	0	24	
27	2	3	6	5	7	5	4	5	6	7	5	7	4	4	9	8	8	8	4	7	6	5	8	9	7	9	4	2222223	2	7	5	0	12	
28	2	3	5	4	5	6	4	6	8	6	6	8	3	4	9	8	8	9	5	8	7	4	7	8	6	7	2	2	2222223	6	6	0	3	
29	7	6	9	3	6	12	10	10	13	5	9	12	4	9	14	12	13	14	10	12	7	7	9	9	2	5	5	7	6	2222223	7	0	12	
30	6	3	10	5	10	9	8	5	8	4	3	5	6	9	13	13	12	11	7	6	2	9	12	13	8	11	7	5	6	7	2222223	0	12	
