numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
36	35	0	20	0	24	100	
time_vec & deta1 & deta2:
0	2222223	7	5	7	6	4	6	6	3	6	4	5	9	7	9	9	9	8	8	9	3	3	3	7	4	6	8	4	9	5	5	8	8	8	8	9	0	100000	
1	7	2222223	2	3	3	4	11	2	6	6	5	5	7	7	8	8	8	8	9	9	8	7	8	9	9	7	11	9	12	10	9	13	13	13	12	14	0	18	
2	5	2	2222223	4	4	2	9	3	4	4	3	3	6	6	7	6	7	7	7	8	6	5	6	7	7	6	9	7	10	8	7	11	11	11	10	12	0	18	
3	7	3	4	2222223	1	5	12	1	7	8	7	6	9	9	10	10	10	10	11	11	9	8	9	11	10	9	13	10	14	11	10	14	14	14	14	15	0	18	
4	6	3	4	1	2222223	5	12	1	6	8	6	6	9	9	10	10	10	10	11	11	8	8	8	11	9	9	12	9	13	10	10	14	13	13	13	15	0	18	
5	4	4	2	5	5	2222223	8	4	3	4	2	2	6	5	7	6	7	6	7	7	5	4	5	7	6	5	8	6	9	6	6	10	10	10	9	11	0	12	
6	6	11	9	12	12	8	2222223	12	6	7	7	8	10	8	10	9	10	8	8	9	4	5	4	6	3	6	5	3	4	2	4	3	2	2	2	3	0	18	
7	6	2	3	1	1	4	12	2222223	6	7	6	6	9	9	9	9	10	9	10	10	8	7	8	10	9	9	12	9	13	10	10	14	13	13	13	15	0	18	
8	3	6	4	7	6	3	6	6	2222223	3	2	3	6	5	7	6	7	5	6	7	3	2	3	5	3	3	6	4	7	4	4	8	7	8	7	9	0	18	
9	6	6	4	8	8	4	7	7	3	2222223	2	2	4	2	4	3	4	3	4	4	5	4	4	4	5	2	5	5	7	5	4	9	8	9	8	10	0	24	
10	4	5	3	7	6	2	7	6	2	2	2222223	1	5	4	6	5	6	5	5	6	4	3	4	5	5	3	7	5	8	5	5	9	9	9	8	10	0	24	
11	5	5	3	6	6	2	8	6	3	2	1	2222223	5	4	5	5	5	5	5	6	5	4	5	5	5	3	7	5	8	6	5	10	9	9	9	11	0	12	
12	9	7	6	9	9	6	10	9	6	4	5	5	2222223	3	1	2	2	3	4	3	8	7	8	5	8	5	7	8	9	8	7	12	11	11	10	12	0	12	
13	7	7	6	9	9	5	8	9	5	2	4	4	3	2222223	3	2	3	1	2	2	6	5	6	3	6	2	5	6	6	6	5	10	9	9	8	10	0	12	
14	9	8	7	10	10	7	10	9	7	4	6	5	1	3	2222223	2	1	3	3	2	8	7	8	5	8	5	6	8	8	8	7	12	11	11	10	12	0	18	
15	9	8	6	10	10	6	9	9	6	3	5	5	2	2	2	2222223	2	2	2	2	8	6	7	4	7	4	5	7	7	7	6	11	10	10	9	11	0	18	
16	9	8	7	10	10	7	10	10	7	4	6	5	2	3	1	2	2222223	3	3	2	9	7	8	5	8	5	6	8	8	8	7	12	11	11	10	12	0	18	
17	8	8	7	10	10	6	8	9	5	3	5	5	3	1	3	2	3	2222223	1	2	7	5	6	3	6	3	4	6	6	6	5	10	8	9	8	10	0	18	
18	8	9	7	11	11	7	8	10	6	4	5	5	4	2	3	2	3	1	2222223	2	7	6	6	3	6	3	4	6	6	6	5	9	8	8	7	10	0	18	
19	9	9	8	11	11	7	9	10	7	4	6	6	3	2	2	2	2	2	2	2222223	8	7	7	4	8	4	5	7	7	7	6	11	9	10	8	11	0	18	
20	3	8	6	9	8	5	4	8	3	5	4	5	8	6	8	8	9	7	7	8	2222223	2	1	6	2	4	6	2	6	3	3	6	5	6	6	7	0	12	
21	3	7	5	8	8	4	5	7	2	4	3	4	7	5	7	6	7	5	6	7	2	2222223	1	5	2	3	6	2	6	3	3	7	6	7	6	8	0	12	
22	3	8	6	9	8	5	4	8	3	4	4	5	8	6	8	7	8	6	6	7	1	1	2222223	5	1	4	5	2	6	2	2	6	5	6	5	7	0	24	
23	7	9	7	11	11	7	6	10	5	4	5	5	5	3	5	4	5	3	3	4	6	5	5	2222223	5	2	2	4	4	4	3	7	6	6	5	8	0	24	
24	4	9	7	10	9	6	3	9	3	5	5	5	8	6	8	7	8	6	6	8	2	2	1	5	2222223	4	5	1	5	2	2	5	5	5	4	6	0	12	
25	6	7	6	9	9	5	6	9	3	2	3	3	5	2	5	4	5	3	3	4	4	3	4	2	4	2222223	4	4	5	4	3	8	7	7	6	8	0	24	
26	8	11	9	13	12	8	5	12	6	5	7	7	7	5	6	5	6	4	4	5	6	6	5	2	5	4	2222223	5	2	4	4	7	5	5	4	7	0	18	
27	4	9	7	10	9	6	3	9	4	5	5	5	8	6	8	7	8	6	6	7	2	2	2	4	1	4	5	2222223	5	1	1	5	4	5	4	6	0	12	
28	9	12	10	14	13	9	4	13	7	7	8	8	9	6	8	7	8	6	6	7	6	6	6	4	5	5	2	5	2222223	4	4	5	4	4	3	5	0	24	
29	5	10	8	11	10	6	2	10	4	5	5	6	8	6	8	7	8	6	6	7	3	3	2	4	2	4	4	1	4	2222223	2	5	4	4	3	5	0	6	
30	5	9	7	10	10	6	4	10	4	4	5	5	7	5	7	6	7	5	5	6	3	3	2	3	2	3	4	1	4	2	2222223	5	5	5	4	6	0	18	
31	8	13	11	14	14	10	3	14	8	9	9	10	12	10	12	11	12	10	9	11	6	7	6	7	5	8	7	5	5	5	5	2222223	2	2	3	2	0	18	
32	8	13	11	14	13	10	2	13	7	8	9	9	11	9	11	10	11	8	8	9	5	6	5	6	5	7	5	4	4	4	5	2	2222223	1	2	2	0	18	
33	8	13	11	14	13	10	2	13	8	9	9	9	11	9	11	10	11	9	8	10	6	7	6	6	5	7	5	5	4	4	5	2	1	2222223	2	2	0	24	
34	8	12	10	14	13	9	2	13	7	8	8	9	10	8	10	9	10	8	7	8	6	6	5	5	4	6	4	4	3	3	4	3	2	2	2222223	3	0	12	
35	9	14	12	15	15	11	3	15	9	10	10	11	12	10	12	11	12	10	10	11	7	8	7	8	6	8	7	6	5	5	6	2	2	2	3	2222223	0	18	
