numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
21	20	0	10	0	12	50	
time_vec & deta1 & deta2:
0	1111112	4	3	4	3	2	3	3	2	3	2	3	5	4	5	5	5	4	4	5	2	0	100000	
1	4	1111112	1	2	2	2	6	1	3	3	3	3	4	4	4	4	4	4	5	5	4	0	6	
2	3	1	1111112	2	2	1	5	2	2	2	2	2	3	3	4	3	4	4	4	4	3	0	6	
3	4	2	2	1111112	1	3	6	1	4	4	4	3	5	5	5	5	5	5	6	6	5	0	12	
4	3	2	2	1	1111112	3	6	1	3	4	3	3	5	5	5	5	5	5	6	6	4	0	6	
5	2	2	1	3	3	1111112	4	2	2	2	1	1	3	3	4	3	4	3	4	4	3	0	12	
6	3	6	5	6	6	4	1111112	6	3	4	4	4	5	4	5	5	5	4	4	5	2	0	12	
7	3	1	2	1	1	2	6	1111112	3	4	3	3	5	5	5	5	5	5	5	5	4	0	12	
8	2	3	2	4	3	2	3	3	1111112	2	1	2	3	3	4	3	4	3	3	4	2	0	3	
9	3	3	2	4	4	2	4	4	2	1111112	1	1	2	1	2	2	2	2	2	2	3	0	6	
10	2	3	2	4	3	1	4	3	1	1	1111112	1	3	2	3	3	3	3	3	3	2	0	6	
11	3	3	2	3	3	1	4	3	2	1	1	1111112	3	2	3	3	3	3	3	3	3	0	6	
12	5	4	3	5	5	3	5	5	3	2	3	3	1111112	2	1	1	1	2	2	2	4	0	12	
13	4	4	3	5	5	3	4	5	3	1	2	2	2	1111112	2	1	2	1	1	1	3	0	12	
14	5	4	4	5	5	4	5	5	4	2	3	3	1	2	1111112	1	1	2	2	1	4	0	12	
15	5	4	3	5	5	3	5	5	3	2	3	3	1	1	1	1111112	1	1	1	1	4	0	6	
16	5	4	4	5	5	4	5	5	4	2	3	3	1	2	1	1	1111112	2	2	1	5	0	6	
17	4	4	4	5	5	3	4	5	3	2	3	3	2	1	2	1	2	1111112	1	1	4	0	12	
18	4	5	4	6	6	4	4	5	3	2	3	3	2	1	2	1	2	1	1111112	1	4	0	6	
19	5	5	4	6	6	4	5	5	4	2	3	3	2	1	1	1	1	1	1	1111112	4	0	6	
20	2	4	3	5	4	3	2	4	2	3	2	3	4	3	4	4	5	4	4	4	1111112	0	12	
