numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
31	30	0	15	0	18	100	
time_vec & deta1 & deta2:
0	1666667	5	4	5	5	3	5	5	2	4	3	4	7	6	7	7	7	6	6	7	2	2	3	6	3	5	6	3	7	4	4	0	100000	
1	5	1666667	2	2	3	3	9	2	4	5	4	4	5	5	6	6	6	6	7	7	6	5	6	7	7	6	8	7	9	7	7	0	6	
2	4	2	1666667	3	3	1	7	3	3	3	2	2	5	4	5	5	5	5	6	6	5	4	5	6	5	4	7	5	8	6	5	0	6	
3	5	2	3	1666667	1	4	9	1	5	6	5	5	7	7	8	8	8	8	8	9	7	6	7	9	7	7	10	8	10	8	8	0	18	
4	5	3	3	1	1666667	4	9	1	5	6	5	5	7	7	8	8	8	8	8	8	6	6	6	8	7	7	9	7	10	8	7	0	12	
5	3	3	1	4	4	1666667	6	3	2	3	2	2	5	4	5	5	5	5	5	6	4	3	4	5	4	4	6	4	7	5	5	0	18	
6	5	9	7	9	9	6	1666667	9	5	6	6	6	8	6	8	7	8	6	6	7	3	4	3	5	3	5	4	3	3	2	3	0	18	
7	5	2	3	1	1	3	9	1666667	5	5	4	4	7	7	7	7	7	7	8	8	6	6	6	8	7	7	9	7	10	8	7	0	18	
8	2	4	3	5	5	2	5	5	1666667	2	2	2	5	4	5	5	5	4	5	5	2	1	2	4	3	3	5	3	6	3	3	0	12	
9	4	5	3	6	6	3	6	5	2	1666667	2	2	3	2	3	3	3	2	3	3	4	3	3	3	4	2	4	4	5	4	3	0	12	
10	3	4	2	5	5	2	6	4	2	2	1666667	1	4	3	4	4	5	4	4	5	3	2	3	4	4	3	5	4	6	4	4	0	18	
11	4	4	2	5	5	2	6	4	2	2	1	1666667	4	3	4	4	4	4	4	4	4	3	4	4	4	3	5	4	6	5	4	0	6	
12	7	5	5	7	7	5	8	7	5	3	4	4	1666667	2	1	2	1	3	3	2	6	5	6	4	6	4	5	6	7	6	6	0	18	
13	6	5	4	7	7	4	6	7	4	2	3	3	2	1666667	2	1	2	1	2	2	5	4	4	3	5	2	4	4	5	5	4	0	18	
14	7	6	5	8	8	5	8	7	5	3	4	4	1	2	1666667	1	1	2	3	2	6	6	6	4	6	4	5	6	6	6	6	0	12	
15	7	6	5	8	8	5	7	7	5	3	4	4	2	1	1	1666667	1	1	2	1	6	5	5	3	6	3	4	5	5	5	5	0	12	
16	7	6	5	8	8	5	8	7	5	3	5	4	1	2	1	1	1666667	2	2	2	7	6	6	4	6	4	5	6	6	6	5	0	18	
17	6	6	5	8	8	5	6	7	4	2	4	4	3	1	2	1	2	1666667	1	1	5	4	5	2	5	2	3	4	5	5	4	0	18	
18	6	7	6	8	8	5	6	8	5	3	4	4	3	2	3	2	2	1	1666667	1	5	5	5	2	5	2	3	5	4	5	4	0	18	
19	7	7	6	9	8	6	7	8	5	3	5	4	2	2	2	1	2	1	1	1666667	6	5	6	3	6	3	4	5	5	6	5	0	18	
20	2	6	5	7	6	4	3	6	2	4	3	4	6	5	6	6	7	5	5	6	1666667	1	1	4	1	3	5	2	5	2	2	0	18	
21	2	5	4	6	6	3	4	6	1	3	2	3	5	4	6	5	6	4	5	5	1	1666667	1	4	2	3	4	2	5	2	2	0	3	
22	3	6	5	7	6	4	3	6	2	3	3	4	6	4	6	5	6	5	5	6	1	1	1666667	4	1	3	4	1	5	2	2	0	6	
23	6	7	6	9	8	5	5	8	4	3	4	4	4	3	4	3	4	2	2	3	4	4	4	1666667	4	2	2	3	3	3	3	0	12	
24	3	7	5	7	7	4	3	7	3	4	4	4	6	5	6	6	6	5	5	6	1	2	1	4	1666667	3	4	1	4	1	2	0	6	
25	5	6	4	7	7	4	5	7	3	2	3	3	4	2	4	3	4	2	2	3	3	3	3	2	3	1666667	3	3	4	3	2	0	12	
26	6	8	7	10	9	6	4	9	5	4	5	5	5	4	5	4	5	3	3	4	5	4	4	2	4	3	1666667	4	2	3	3	0	12	
27	3	7	5	8	7	4	3	7	3	4	4	4	6	4	6	5	6	4	5	5	2	2	1	3	1	3	4	1666667	4	1	1	0	12	
28	7	9	8	10	10	7	3	10	6	5	6	6	7	5	6	5	6	5	4	5	5	5	5	3	4	4	2	4	1666667	3	3	0	18	
29	4	7	6	8	8	5	2	8	3	4	4	5	6	5	6	5	6	5	5	6	2	2	2	3	1	3	3	1	3	1666667	1	0	12	
30	4	7	5	8	7	5	3	7	3	3	4	4	6	4	6	5	5	4	4	5	2	2	2	3	2	2	3	1	3	1	1666667	0	6	
