numNode	numCus	ID_Depot	Mile(min)	Begin	End	numUAV
36	35	0	20	0	24	50	
time_vec & deta1 & deta2:
0	2222223	5	5	4	5	4	5	4	5	5	4	5	9	7	9	9	9	8	8	9	3	3	3	3	4	4	4	4	4	5	5	8	8	8	8	9	0	100000	
1	5	2222223	1	1	1	1	2	2	2	2	3	3	6	6	7	7	7	7	7	8	6	5	6	5	6	6	6	7	6	7	7	11	10	11	10	12	0	1	
2	5	1	2222223	2	1	2	2	2	2	2	3	3	6	6	7	6	7	7	7	8	6	6	6	6	7	6	6	7	6	8	7	11	11	11	10	12	0	3	
3	4	1	2	2222223	1	1	1	1	1	2	2	2	6	5	7	6	7	6	7	7	5	5	5	4	6	5	5	6	5	7	6	10	10	10	9	11	0	24	
4	5	1	1	1	2222223	1	1	1	1	1	2	2	6	5	6	6	7	6	7	7	5	5	5	5	6	6	5	6	6	7	6	11	10	10	10	12	0	12	
5	4	1	2	1	1	2222223	1	1	2	2	2	2	6	5	7	6	7	6	7	7	5	4	5	4	6	5	5	6	5	6	6	10	10	10	9	11	0	6	
6	5	2	2	1	1	1	2222223	1	1	1	2	2	5	5	6	6	6	6	6	7	5	5	5	5	6	6	5	6	5	7	6	11	10	10	9	11	0	1	
7	4	2	2	1	1	1	1	2222223	1	1	2	2	6	5	6	6	7	6	6	7	5	4	5	4	5	5	5	5	5	6	6	10	9	10	9	11	0	1	
8	5	2	2	1	1	2	1	1	2222223	1	1	1	5	4	6	5	6	5	6	6	5	4	5	4	5	5	5	5	5	6	5	10	9	10	9	11	0	12	
9	5	2	2	2	1	2	1	1	1	2222223	2	1	5	4	5	5	6	5	6	6	5	5	5	5	6	5	5	6	5	6	6	10	10	10	9	11	0	12	
10	4	3	3	2	2	2	2	2	1	2	2222223	1	5	4	6	5	6	5	5	6	4	4	4	3	5	4	4	5	4	5	5	9	9	9	8	10	0	3	
11	5	3	3	2	2	2	2	2	1	1	1	2222223	5	4	5	5	5	5	5	6	5	4	5	4	5	5	4	5	5	6	5	10	9	9	9	11	0	1	
12	9	6	6	6	6	6	5	6	5	5	5	5	2222223	3	1	2	2	3	4	3	8	8	8	7	8	8	7	8	7	8	7	12	11	11	10	12	0	3	
13	7	6	6	5	5	5	5	5	4	4	4	4	3	2222223	3	2	3	1	2	2	6	6	6	5	6	6	5	6	5	6	5	10	9	9	8	10	0	1	
14	9	7	7	7	6	7	6	6	6	5	6	5	1	3	2222223	2	1	3	3	2	8	8	8	7	8	8	7	8	7	8	7	12	11	11	10	12	0	18	
15	9	7	6	6	6	6	6	6	5	5	5	5	2	2	2	2222223	2	2	2	2	8	7	7	6	7	7	6	7	6	7	6	11	10	10	9	11	0	6	
16	9	7	7	7	7	7	6	7	6	6	6	5	2	3	1	2	2222223	3	3	2	9	8	8	7	8	8	7	8	7	8	7	12	11	11	10	12	0	24	
17	8	7	7	6	6	6	6	6	5	5	5	5	3	1	3	2	3	2222223	1	2	7	6	6	5	6	6	5	6	5	6	5	10	8	9	8	10	0	12	
18	8	7	7	7	7	7	6	6	6	6	5	5	4	2	3	2	3	1	2222223	2	7	7	6	6	6	6	5	6	5	6	5	9	8	8	7	10	0	18	
19	9	8	8	7	7	7	7	7	6	6	6	6	3	2	2	2	2	2	2	2222223	8	8	7	7	8	7	6	7	6	7	6	11	9	10	8	11	0	6	
20	3	6	6	5	5	5	5	5	5	5	4	5	8	6	8	8	9	7	7	8	2222223	1	1	2	2	2	2	2	2	3	3	6	5	6	6	7	0	3	
21	3	5	6	5	5	4	5	4	4	5	4	4	8	6	8	7	8	6	7	8	1	2222223	1	1	2	2	2	2	2	3	3	6	6	6	6	7	0	1	
22	3	6	6	5	5	5	5	5	5	5	4	5	8	6	8	7	8	6	6	7	1	1	2222223	1	1	1	1	2	2	2	2	6	5	6	5	7	0	12	
23	3	5	6	4	5	4	5	4	4	5	3	4	7	5	7	6	7	5	6	7	2	1	1	2222223	2	1	1	2	2	3	2	6	6	6	5	7	0	6	
24	4	6	7	6	6	6	6	5	5	6	5	5	8	6	8	7	8	6	6	8	2	2	1	2	2222223	1	2	1	2	2	2	5	5	5	4	6	0	6	
25	4	6	6	5	6	5	6	5	5	5	4	5	8	6	8	7	8	6	6	7	2	2	1	1	1	2222223	1	1	1	2	2	6	5	5	5	6	0	18	
26	4	6	6	5	5	5	5	5	5	5	4	4	7	5	7	6	7	5	5	6	2	2	1	1	2	1	2222223	1	1	2	2	6	5	6	5	7	0	24	
27	4	7	7	6	6	6	6	5	5	6	5	5	8	6	8	7	8	6	6	7	2	2	2	2	1	1	1	2222223	1	1	1	5	4	5	4	6	0	12	
28	4	6	6	5	6	5	5	5	5	5	4	5	7	5	7	6	7	5	5	6	2	2	2	2	2	1	1	1	2222223	2	1	6	5	5	5	6	0	6	
